Branche,Company_Name,Adresse,PLZ,Ort,Land,Telefon,Email,Website,Anrede,Vorname,Name,Title,Mitglied,Facebook,Twitter,Youtube,Linkedin,Instagram,Company Description
Werbeagenturen,Kunde & Co.,Hardstrasse 221,8005,Zürich,Schweiz,+41 44 200 33 00,info@kunde-co.ch,kunde-co.ch,Mr.,Hendrik,Kattrup,,leadingswissagencies.ch,,,,,,"Integrierte Kommunikation, Analyse, Markenstrategie, Konzeptentwicklung, Interne Kommunikation, Design und Visual Identity, Branding, Digital, CRM und Dialog, Film, Media, Social B",https://www.persoenlich.com/marktplatz/kunde-co-zurich
Werbeagenturen,Leo Burnett Schweiz AG,Stadelhoferstrasse 25,8024,Zürich,Schweiz,043 311 25 25,willkommen@leoburnett.ch,leoburnett.ch,Mr.,Leo,Burnett,,leadingswissagencies.ch,,,,,,"Seit über 10 Jahren kreieren wir nationale und internationale Markenkampagnen, die besonders populär sind. Kampagnen, die durch ihre fundierte Strategie und hohe Kreativität Men",https://www.persoenlich.com/marktplatz/leo-burnett-schweiz-ag-zurich
CI Agenturen,Markenfels AG,Scheuchzerstrasse 83,8006,Zürich,Schweiz,+41 44 360 80 20,contact@markenfels.ch,markenfels.ch,Mr.,Gernot,Honsel,CEO,leadingswissagencies.ch,,,,,,Markenfels gehört zu den führenden Branding-Agenturen der Schweiz. Wir entwickeln fundierte Markenstrategien und umfassende Markenauftritte – und unterstützen bei der Implementierung.,https://www.persoenlich.com/marktplatz/markenfels-ag-zurich-1
Werbeagenturen,Marti Communications AG,Forchstrasse 280,8008,Zürich,Schweiz,044 395 41 00,mail@marticom.ch,marticom.ch,Mr.,Peter,Marti,,leadingswissagencies.ch,,,,,,"Marti Communications ist eine Full-Service-Agentur. Wir beraten von A bis Z, entwickeln Strategien, kreieren Konzepte von der einzelnen Massnahme bis zur umfassenden Kampagne, schl",https://www.persoenlich.com/marktplatz/marti-communications-ag-zurich-3
Fotografie,MASK,Mottastrasse 112,1791,Courtaman,Schweiz,+4176 562 06 02,mask.productions@gmx.ch,gmx.ch,Ms.,Doris,Holzer,Director,,,,,,,PROFESSIONAL MAKE-UP - MASK - SPECIAL EFFECTS für Fotografie/Werbung/Film/Theater/Musical/TV-/Videoproduktionen.,https://www.persoenlich.com/marktplatz/mask-courtaman
Public Relations Agenturen,medialogik,Oberzelglistrasse 15,6390,Engelberg,Schweiz,+41794448140,engler@medialogik.ch,medialogik.ch,Mr.,Conrad,Engler,Inhaber,,,,,,,"Public Relation, Public Affairs, Campaigning, Themenschwerpunkt Gesundheitswesen Schweiz",https://www.persoenlich.com/marktplatz/medialogik-engelberg
Mediaagenturen,Mediaplus Suisse AG,Kanzleistrasse 57,8004,Zürich,Schweiz,+41 44 446 23 30,mediaplus-suisse@house-of-communication.com,house-of-communication.com,Mr.,Pascal,Fröhli,Managing Partner,,,,,,,"Persönliche Beratung, höchste Qualität und beste Konditionen. Mediaplus Schweiz ist der ideale Media-Partner für Analyse, Strategie, Planung, Einkauf, Controlling und Reporting",https://www.persoenlich.com/marktplatz/mediaplus-suisse-ag-zurich
Mediaagenturen,Mediaschneider Bern AG,Wasserwerkgasse 17/19,3000,Bern,Schweiz,031 313 33 40,info@mediaschneiderbern.ch,mediaschneiderbern.ch,,,,,leadingswissagencies.ch,,,,,,,https://www.persoenlich.com/marktplatz/mediaschneider-bern-ag-bern
Mediaagenturen,Mediatonic SA,1 place St-Gervais,1201,Genf,Schweiz,+41 22 365 20 20,chris@mediatonic.ch,mediatonic.ch,Mr.,Chris,Flückiger,,leadingswissagencies.ch,,,,,,"Wir sind eine unabhängige Mediaagentur mit Sitz in Genf, welche hauptsächlich nationale online und offline Budgets betreut.",https://www.persoenlich.com/marktplatz/mediatonic-sa-genf
Mediaagenturen,Mindshare AG,Manessestrasse 85,8045,Zürich,Schweiz,044 355 15 15,Ursula.Arnold@mindshareworld.com,mindshareworld.com,Ms.,Ursula,Arnold,CEO,persoenlich.com,,,,,,Wir sind ein globales Media- und Marketing Service Unternehmen. Mindshare wurde 1997 als das erste wirklich globale Full-Service Media Netzwerk gegründet.,https://www.persoenlich.com/marktplatz/mindshare-ag-zurich
Mediaagenturen,mmb media agentur ag,Müllackerstrasse 10,8152,Glattbrugg,Schweiz,+41 44 809 91 11,info@mmb-media.ch,mmb-media.ch,Mr.,Ueli,Christen,,leadingswissagencies.ch,,,,,,"Als Full-Service-Agentur begleiten wir unsere Kunden vom ersten Briefinggespräch bis zur Rechnungskontrolle mit innovativen Kommunikationsideen, wir garantieren optimale Reichweit",https://www.persoenlich.com/marktplatz/mmb-media-agentur-ag-glattbrugg
Werbeagenturen,Namics AG,Bederstrasse 1,8002,Zürich,Schweiz,+41 44 228 67 77,newbusiness@namics.com,namics.com,Mr.,Patrick,Bürkle,,leadingswissagencies.ch,,,,,,"Namics gehört zu den führenden Fullservice-Digitalagenturen für E-Commerce, Websites & Portals, Digitale Kommunikation, Mobile Business Apps und Digital Workplace im deutschsprachigem Raum.",https://www.persoenlich.com/marktplatz/namics-ag-zurich
Werbeagenturen,Netvertising AG,Samariterstrasse 5,8032,Zürich,Schweiz,044 267 11 11,contact@netvertising.ch,netvertising.ch,Mr.,Balz,Lendorff,,leadingswissagencies.ch,,,,,,"Netvertising realisiert seit 1995 Projekte im Bereich «digitale Medien». Die Motivation der Netvertiser ist es, stets ausgereifte und qualitativ hochwertige Lösungen anzubieten.",https://www.persoenlich.com/marktplatz/netvertising-ag-zurich-1
Werbeagenturen,one marketing services ag BSW,Limmatplatz 2,8031,Zürich,Schweiz,044 275 11 75,info@onemarketing.com,onemarketing.com,Ms.,Ruth,Wagner,,leadingswissagencies.ch,,,,,,"Wir sind one. Wir sind da, auch wenn wir gerade nicht hier sind (Website noch in Arbeit). Philosophie: Der beste Mix.",https://www.persoenlich.com/marktplatz/one-marketing-services-ag-bsw-zurich-3
Kommunikation,Plan.Net Suisse AG,Kanzleistrasse 57,8004,Zürich,Schweiz,+41 44 446 23 63,plan.net-suisse@house-of-communication.com,house-of-communication.com,Ms.,Julia,Herz,Client Service Director,ttps:,,,,,,"Die Agentur für digitale Kommunikation entwickelt und realisiert zielführende Marketinglösungen, benutzerorientierte Plattformen und innovative Erlebnisse im digitalen Raum.",https://www.persoenlich.com/marktplatz/plan-net-suisse-ag-zurich
Werbeagenturen,Polyconsult AG,Monbijoustrasse 61,3000,Bern,Schweiz,+41 31 370 02 00,info@polyconsult.ch,polyconsult.ch,Mr.,Mike,Brodbeck,,leadingswissagencies.ch,,,,,,Polyconsult AG ist eine Fullservice-Agentur für integrierte Marketingkommunikation.,https://www.persoenlich.com/marktplatz/polyconsult-ag-bern-1
Public Relations Agenturen,PRIME,Staffelstrasse 12,8045,Zürch,Schweiz,+41 44 287 36 36,info@prime.ch,prime.ch,Mr.,Basil,Hangartner,,leadingswissagencies.ch,,,,,,"Wir entwickeln Lösungen in den Bereichen Digital, Public Relations, Werbung, Corporate Publishing und Branding.",https://www.persoenlich.com/marktplatz/prime-zurch
Werbeagenturen,Publicis Communications Schweiz AG,Stadelhoferstrasse 25,8024,Zürich,Schweiz,044 265 31 11,info@publicis.ch,publicis.ch,Mr.,Thomas,Wildberger,,leadingswissagencies.ch,,,,,,"Publicis Communications Schweiz gehört zur Publicis Groupe, einem der weltweit führenden Kommunikationsnetzwerke mit Standorten in über 100 Ländern.",https://www.persoenlich.com/marktplatz/publicis-communications-schweiz-ag-zurich-1
Medien,Publicis Media Switzerland AG,Stadelhoferstrasse 25,8001,Zürich,Schweiz,043 499 21 21,info@publicismedia.ch,publicismedia.ch,,,,,leadingswissagencies.ch,,,,,,,https://www.persoenlich.com/marktplatz/publicis-media-switzerland-ag-zurich
Kommunikation,Republica AG,Wasserwerkgasse 37,3000,Bern,Schweiz,+41 31 313 01 41,info@republica.ch,republica.ch,Ms.,Bala,Trachsel,,leadingswissagencies.ch,,,,,,Willkommen im Land der Inspiration. Bei uns gehört die Macht der Idee. Weil wir Menschen bewegen und Marken weiterbringen wollen.,https://www.persoenlich.com/marktplatz/republica-ag-bern-2
Eventmanagement,Rufener Ltd.,Mühlebachstrasse 162,8008,Zürich,Schweiz,+41 44 457 70 00,welcome@rufenerevents.ch,rufenerevents.ch,Mr.,Hans-Jürg,Rufener,,leadingswissagencies.ch,,,,,,"Events, Creation, Consulting: Rufener Events Ltd. ist eine international agierende Kreativ- und Beratungsagentur mit grossem Netzwerk und führender Stellung auf dem Schweizer Event-Markt seit 1990.",https://www.persoenlich.com/marktplatz/rufener-ltd-zurich
Werbeagenturen,Saatchi & Saatchi Genf,15 Place du Temple,1227,Carouge,Schweiz,+41 22 307 27 27,reception@saatchi-ch.com,saatchi-ch.com,Ms.,Andrea,Pedrazzini,,leadingswissagencies.ch,,,,,,Saatchi & Saatchi has grown from a start-up advertising agency in London in 1970 to a global creative communications company headquartered in New York with 130 offices in 70 coun,https://www.persoenlich.com/marktplatz/saatchi-saatchi-genf-carouge
Werbeagenturen,Scholz & Friends Schweiz AG,Neptunstrasse 96,8032,Zürich,Schweiz,+41 43 204 02 00,zurich@s-f.com,s-f.com,Mr.,Tobias,Händler,,leadingswissagencies.ch,,,,,,Scholz & Friends ist die Agentur für Veränderungen und Mitglied einer der strategisch führenden und kreativsten Agenturgruppen im deutschsprachigen Raum.,https://www.persoenlich.com/marktplatz/scholz-friends-schweiz-ag-zurich
Kommunikation,Serviceplan Suisse AG,Kanzleistrasse 57,8004,Zürich,Schweiz,+41 44 446 21 21,serviceplan-suisse@house-of-communication.com,house-of-communication.com,Ms.,Pam,Hügli,Geschäftsführerin/Partner,leadingswissagencies.ch,,,,,,"Serviceplan Suisse AG ist eine eigenständige, inhabergeführte Kommunikationsagentur mit Sitz im House of Communication Zürich.",https://www.persoenlich.com/marktplatz/serviceplan-suisse-ag-zurich
Digitalagenturen,SiR MaRY,Bertastrasse 1,8003,Zürich,Schweiz,+41 44 461 33 55,info@sirmary.com,sirmary.com,Mr.,Daniel,Zuberbühler,Founder,,,,,,,"SiR MaRY ist eine Kreativagentur, die Marken durch die Komplexität der vernetzten Welt führt. Wir helfen unseren Kunden, den digitalen Wandel zu verstehen, zu analysieren und zu vereinfachen.",https://www.persoenlich.com/marktplatz/sir-mary-zurich
Digitalagenturen,SiR MaRY,Bertastrasse 1,8003,Zürich,Schweiz,+41 44 461 33 55,info@sirmary.com,sirmary.com,Mr.,Daniel,Zuberbühler,Founder,,,,,,,We decomplex digital.,https://www.persoenlich.com/marktplatz/sir-mary-zurich-1
Mediaagenturen,TWmedia - The whole Media AG,Rittergasse 22a,4051,Basel,Schweiz,+41 61 226 96 76,info@twmedia.ch,twmedia.ch,Mr.,Stephan,Küng,,leadingswissagencies.ch,,,,,,TWMEDIA steht für überdurchschnittliche Servicequalität auf allen Ebenen der Mediaplanung. Unabhängig und inhabergeführt.,https://www.persoenlich.com/marktplatz/twmedia-the-whole-media-ag-basel
Werbeagenturen,una werbeagentur ag,"Birmannsgasse, 12b",4055,Basel,Schweiz,+41612830333,isler@unaidea.ch,unaidea.ch,Ms.,Kate,Isler,Inhaberin,,,,,,,"Wir finden Ideen die einleuchten für Kommunikation, Werbung und Kultur. Von Printkampagnen, Corporate Identity bis zu Webauftritten und Social Media.",https://www.persoenlich.com/marktplatz/una-werbeagentur-ag-basel
Digitalagenturen,Virtua S.A.,Gottaz 36,1110,Morges,Schweiz,+41 (0)21 544 28 00,,,,,,,leadingswissagencies.ch,,,,,,,https://www.persoenlich.com/marktplatz/virtua-s-a-morges
Werbeagenturen,Wirz Activation AG,Uetlibergstrasse 132,8036,Zürich,Schweiz,+41 44 457 54 54,dialog@wirz.ch,wirz.ch,,,,,leadingswissagencies.ch,,,,,,Wir aktivieren Ihre Kunden- und Markenwerte.,https://www.persoenlich.com/marktplatz/wirz-activation-ag-zurich
CI Agenturen,Wirz Brand Relations AG,Uetlibergstrasse 132,8036,Zürich,Schweiz,,,,,,,,leadingswissagencies.ch,,,,,,Mit Erfahrung und einer gesunden Portion Menschenverstand entwickeln wir Marken und ihre vielfältigen Beziehungen.,https://www.persoenlich.com/marktplatz/wirz-brand-relations-ag-zurich
Digitalagenturen,#ztplus - die Serviceagentur der ZT Medien AG,Henzmannstrasse 20,4800,Zofingen,Schweiz,+41 62 745 93 93,roger.schoch@ztmedien.ch,ztmedien.ch,Mr.,Roger,Schoch,,,,,,,,"Von Digital bis Print - #ztplus bündelt alle Kompetenzen in einer Abteilung. Beratung, Kreation/Design, Webentwicklung, Online-Marketing und Video-Produktion erhalten Sie aus einer Hand.",https://www.persoenlich.com/marktplatz/ztplus-die-serviceagentur-der-zt-medien-ag-zofingen
Werbeagenturen,24-7.ch  IST Werbeteam AG,Hauptstrasse 44,4456,Tenniken,Schweiz,+41 61 976 99 99,nfo@istwerbeteam.ch,istwerbeteam.ch,Mr.,D.,Bogucki,,,,,,,,"Nehmen Sie Platz in Ihrer Werbeagentur und erstellen Sie Werbemittel in Eigenregie: schnell, professionell und werbewirksam.",https://www.persoenlich.com/marktplatz/24-7-ch-ist-werbeteam-ag-tenniken
Übersetzungen,24translate GmbH,Rittmeyerstrasse 13,9014,St.Gallen,Schweiz,+41 71 226 46 56,info@24translate.ch,24translate.ch,,,,,,,,,,,Dank langjähriger Erfahrung und des perfektionierten Zusammenspiels zwischen Fachübersetzern und Lektoren bieten wir Übersetzungen in einer bisher unerreichten Geschwindigkeit u,https://www.persoenlich.com/marktplatz/24translate-gmbh-st-gallen
Eventmanagement,2a GmbH Eventpartner,Lindenstrasse 2a,6374,Buochs,Schweiz,+41 41 620 15 52,mail@2a-eventpartner.ch,2a-eventpartner.ch,Mr.,Bruno,Amstutz,,,,,,,,"Ihre Bedürfnisse stehen im Zentrum. Wir arbeiten mit Freude mit und für Sie und wollen Anlässe umsetzen, die Begeisterung wecken.",https://www.persoenlich.com/marktplatz/2a-gmbh-eventpartner-buochs
Eventmanagement,2communicate ag,Neustrasse 55,4623,Neuendorf,Schweiz,+41 61 270 27 27,contact@2communicate.com,2communicate.com,Mr.,Daniel,Schneider,,,,,,,,"Promotionen, Degustationen, Samplings, Roadshows, Messen und die Umsetzung von Sponsoringengagements - Wir entwickeln innovative Konzepte und setze diese zuverlässig um.",https://www.persoenlich.com/marktplatz/2communicate-ag-neuendorf
Kongresszentren,2m2c Montreux Music & Convention Centre,Avenue Claude Nobs 5,1820,Montreux,Schweiz,+41 21 962 20 00,dalmagro@2m2c.ch,2m2c.ch,,,,,,,,,,,Agenda des conférences et autres manifestations à disposition.,https://www.persoenlich.com/marktplatz/2m2c-montreux-music-convention-centre-montreux
Design,2ND WEST design for public,Neue Jonasstrasse 60,8640,Rapperswil,Schweiz,+41 55 211 84 24,designforpublic@2ndwest.ch,2ndwest.ch,Mr.,Michael,Thurnherr,,,,,,,,Unsere Kernkompetenz liegt in der Gestaltung von nachhaltigen Produkten und Dienstleistungen für den Alltag.,https://www.persoenlich.com/marktplatz/2nd-west-design-for-public-rapperswil
Printmedien / Verlage,2R Media SA,Via Luini 19,6600,Locarno,Schweiz,058 909 93 00,arne.bergmann@admeira.ch,admeira.ch,Ms.,Arne,Bergmann,,,,,,,,"Ene Wochenzeitschrift, die am Sonntag erscheint, in der das aktuelle Geschehen bildlich dargestellt, erzählt und interpretiert wird und in der jede Nachricht Tiefgang erhält.",https://www.persoenlich.com/marktplatz/2r-media-sa-locarno
Messefirmen Schweiz,3-D-ART AG,Cheerstrasse 16,6014,Luzern,Schweiz,+41 41 250 60 60,,,Mr.,Stefan,Kronenberg,,,,,,,,"3-D-ART - Ihr Partner für Standbau, Messebau und Ausstellungen.",https://www.persoenlich.com/marktplatz/3-d-art-ag-luzern
Werbeagenturen,316tn interaktive und klassiche Medien GmbH,Greifengasse 7,4058,Basel,Schweiz,+41 76 381 66 14 40,email@316tn.com,316tn.com,Mr.,Stephan,Kalt,,,,,,,,Die Digitalagentur 316tn interactive beliefert Agenturen und Kunden mit innovativen Entwicklungen und überraschenden Kampagnen.,https://www.persoenlich.com/marktplatz/316tn-interaktive-und-klassiche-medien-gmbh-basel
Messefirmen Deutschland,3A Composites GmbH,Alusingenplatz 1,78224,Singen,Deutschland,+49 77 31 80 31,info@3acomposites.com,3acomposites.com,Ms.,Patricia,Stubbe,,,,,,,,"Die 3A Composites GmbH entwickelt, produziert und vermarktet seit 1969 hoch-qualitative Aluminium-Verbundplatten, strukturelle Verbundwerkstoffe, Kunststoff- und Leichtstoffplatten",https://www.persoenlich.com/marktplatz/3a-composites-gmbh-singen
Druckerei,3D AG,Laettichstrasse 4a,6341,Baar,Schweiz,+41 41 768 25 25,sales@3dag.ch,3dag.ch,,,,,,,,,,,"It is our goal to combat counterfeiting and to protect intellectual property. We want to create trust between the customer, retailer, supplier and governments.",https://www.persoenlich.com/marktplatz/3d-ag-baar
Eventmanagement,3forEvents Marketing GmbH,Oberer Walchmattweg 3,5027,Herznach,Schweiz,+41 62 878 22 55,info@3forEvents.com,3forEvents.com,Mr.,Uwe,Fassnacht,,,,,,,,Bei jedem Event stehen wir unseren Kunden professionell zur Seite mit einer hohen Fachkompetenz und Servicequalität.,https://www.persoenlich.com/marktplatz/3forevents-marketing-gmbh-herznach-2
Werbeartikel,3M (Schweiz) GmbH,Eggstrasse 93,8803,Rüschlikon,Schweiz,+41 44 724 90 90,,,,,,,,,,,,,"Entdecken Sie, wie 3M Wissenschaft und Forschung für die Entwicklung innovativer Technologien und Produkte anwendet.",https://www.persoenlich.com/marktplatz/3m-schweiz-gmbh-ruschlikon-1
Werbeartikel,3P AG STITCH-FACTORY,Alte Steinhauserstrasse 21,6330,Cham,Schweiz,+41 41 740 18 55,info@3pag.ch,3pag.ch,,,,,,,,,,,"Wir haben die Erfahrung und die Kreativität, die richtige Lösung für Sie zu entwickeln und machen Ihre Werbebotschaft so zu einem haptischen und optischen Erlebnis",https://www.persoenlich.com/marktplatz/3p-ag-stitch-factory-cham
Werbeagenturen,3satz gmbh,Seestrasse 151,8800,Thalwil,Schweiz,044 721 06 05,,,Mr.,Torsten,Steinbach,,,,,,,,"Unser 1997 gegründetes Studio vereint ein breites Fachwissen in den Bereichen Werbung, Design, Fotografie, Typographie und Internet – gepaart mit Enthusiasmus und Liebe zum Deta",https://www.persoenlich.com/marktplatz/3satz-gmbh-thalwil
Corporate Publishing Agenturen,3w-publishing ag,Wiesenstrasse 1,4900,Langenthal,Schweiz,+41 062 919 84 84,info@3w-group.ch,3w-group.ch,Mr.,Thomas,Schüpfer,,,,,,,,3W agiert als strategischer Partner für B2B-Unternehmen.,https://www.persoenlich.com/marktplatz/3w-publishing-ag-langenthal
POS-Kommunikation,4 Pos AG,Neuhofstrasse 25 ,6340,Baar,Schweiz,+41 41 766 27 47,info@4pos.com,4pos.com,,,,,,,,,,,"In der Schweiz designt und entwickelt, europaweit im Einsatz. Nach Wunsch massgeschneiderte Lösungen für den POS.",https://www.persoenlich.com/marktplatz/4-pos-ag-baar
Werbeagenturen,4051 Kommunikation ASW,Theaterstrasse 16,4051,Basel,Schweiz,+41 61 281 40 51,4051@4051.CH,4051.CH,Mr.,Chris,Klein,,,,,,,,"4051 KOMMUNIKATION. Ein idealer und verlässlicher Partner für KMU's, die etwas zu sagen haben.",https://www.persoenlich.com/marktplatz/4051-kommunikation-asw-basel
Eventmanagement,5starevent GmbH,Safrangasse 2,8200,Schaffhausen,Schweiz,,info@5starevent.ch,5starevent.ch,Mr.,Di,Fabrizio,,,,,,,,"Haben Sie vor die Party ein Firmenanlass oder ein Event aller Art, klein oder gross zu Organisieren? Dann suchen Sie nicht weiter.",https://www.persoenlich.com/marktplatz/5starevent-gmbh-schaffhausen
Werbebeschriftung,A-Design AG,Baselstrasse 77,4500,Solothurn,Schweiz,+41 32 627 00 77,info@a-design.ch,a-design.ch,,,,,,,,,,,Wir konzipieren und realisieren Informationssysteme für die Wegleitung und Besucherinformation in Gebäuden und Arealen.,https://www.persoenlich.com/marktplatz/a-design-ag-solothurn
Messefirmen Schweiz,a-exhibitions GmbH,Bleichestrasse 7,4058,Basel,Schweiz,+41 61 681 64 85,mail@a-exhibition.com,a-exhibition.com,,,,,,,,,,,"A-EXHIBITIONS ist kundennah, vielfältig und innovativ im Angebot.",https://www.persoenlich.com/marktplatz/a-exhibitions-gmbh-basel
Aus-/Weiterbildung,A-Z Management-Dienste für Unterricht & Weiterbildung AG,Mühlematthof 9,5706,Boniswil,Schweiz,062 777 38 30,info@a-zmanagement.ch,a-zmanagement.ch,,,,,,,,,,,"Im Jahre 1982 ist die A -Z Management-Dienste für Unterricht und Weiterbildung AG, CH- 5706 Boniswil durch praxisgeprüfte Kadermitglieder von internat. tätigen Industrie- & Hand",https://www.persoenlich.com/marktplatz/a-z-management-dienste-fur-unterricht-weiterbildung-ag-boniswil
Werbeartikel,a.b.art - Uhren Fashiontime AG,Hauptrasse 27,2503,Biel-Bienne,Schweiz,+41 32 397 01 01,info@abartwatches.com,abartwatches.com,,,,,,,,,,,,https://www.persoenlich.com/marktplatz/a-b-art-uhren-fashiontime-ag-biel-bienne
Werbeagenturen,A.S.U.S. Marketing und Verlag AG,Riehenstrasse 64,4058,Basel,Schweiz,+41 61 366 92 00,info@asus-verlag.ch,asus-verlag.ch,Mr.,Sacha,Schneider,,,,,,,,Schweizer Reisemagazin,https://www.persoenlich.com/marktplatz/a-s-u-s-marketing-und-verlag-ag-basel
